Sentence,Sign Language
පුතේ ඔයාලට සනීප නැද්ද,පුතා ඔයා සනීප නෑ ද
සීයා අහනවා දෙන්නාගෙන්ම,සීයා අහනවා දෙක
මුහුණ දිහා හොඳට බලාගෙන,මුහුණ හොඳ බලනවා
නෑ සීයේ ඇයි එහෙම ඇහුවේ,නෑ සීයා ඇයි එහෙම අහනවා
නෑ මගේ දුව වෙනදා මෙහෙම ඉන්නවාද,නෑ මගේ දුව වෙනදා මෙහෙම ඉන්නවා ද
ආපු ගමන් මගේ බෑග් එක අදිනවානේ,එනවා මගේ බෑගය අදිනවා
කන්න හොයනවානේ,කෑම හොයනවා
සීයේ අපේ අම්මා කියලා තියෙනවා එහෙම කරන්න එපා කියලා,සීයා අපේ අම්මා කියනවා තියෙනවා එහෙම එපා
සීයා හයියෙන් හිනා වුනා,සීයා හයියෙන් හිනාවෙනවා
තාත්තා දිහා බැලුවා,තාත්තා බලනවා
අම්මාත් ආවා එතැනට,අම්මා එනවා එතැන
එහෙම කරන්න හොඳ නැහැ,එහෙම හොඳ නෑ
අද නම් කලින්ම වහිනවා වගේ,අද කලින්ම වහිනවා
සීයා කිව්වෙ අහස දිහා බලාගෙන,සීයා කියනවා අහස බලනවා
සීයාට පරිසරය ගැන හොඳ අවබෝධයක් තියෙනවා,සීයා පරිසරය හොඳ අවබෝධය තියෙනවා
ළමයි ආපහු කාමරේට ගියා,ළමයි ආපහු කාමරය යනවා
ළමයි දෙන්නා ළඟට පූසා ආවා,ළමයි දෙක ළඟ පූසා එනවා
දුවේ අද දෙන්නාට මොකද වෙලා තියෙන්නෙ,දුව අද දෙක් මොකක්ද
අම්මා හදලා දුන්න තේ එක බොන ගමන් සීයා ඇහුවා,අම්මා හදනවා දෙනවා තේ බොනවා සීයා අහනවා
ඒක තමා මාත් බැලුවේ,ඒක මාත් බලනවා
අද උදේ ඉදලම දෙන්නා පාඩම් කරනවා,අද උදේ දෙන්නා පාඩම්කරනවා
මොකද ඒ දෙන්නාට විභාගයක්වත් තියෙනවාද,මොකද ඒ දෙක විභාගය තියෙනවා ද
ඒ දෙන්නා සෙල්ලම් කළා,ඒ දෙක සෙල්ලම්කරනවා
මම ඊයේ දෙන්නාටම බැන්නා,මම ඊයේ දෙක බනිනවා
අම්මා දිහා බැලුවා මුකුත් තාත්තා දන්නේ නෑ,අම්මා බලනවා තාත්තා දන්නවා නෑ
මොකද දන්නෑ ඒ වෙනකම් කන්න බොන්නවත් ගානක් නෑ,මොකක්ද ඒ කනවා බොනවා
ආපු වෙලේ ඉඳලා පූසයි බල්ලයි එක්ක සෙල්ලම් කරනවා,ආපු වෙලාවා පූසා බල්ලා සමඟ සෙල්ලම්කරනවා
ඒ ඉවර වෙලා රූපවාහිනිය ළඟට ගිහිල්ලා කෑගහනවා,ඒ ඉවර රූපවාහිනිය ළඟ යනවා කෑගහනවා
මෙන්න තව ටිකකින් බලද්දි දෙන්නා මොකක්ද පොතක් අරගෙන ඒකට රණ්ඩු වෙනවා,මෙන්න තව ටික බලනවා දෙක මොකක්ද පොත අරගන්නවා ඒ රණ්ඩුවෙනවා
සෙල්ලම් බඩු ටික ගේ පුරාම විසිකරලා,සෙල්ලම් බඩු ගෙදර විසිකරනවා
මට හොඳටම තරහා ගියා,මට හොඳ තරහායනවා
අම්මා කියද්දී තාත්තාට ටිකක් තරහා ගියා,අම්මා කියනවා තාත්තා ටික තරහායනවා
ඇයි මොකද වෙලා තියෙන්නේ,ඇයි මොකක්ද තියෙනවා
ඊයේ රෑ මම ගෙදර අස් කරා,ඊයේ රෑ මම ගෙදර අස්කරනවා
මේ හොඳට තියෙන්නේ,මේ හොඳ තියෙනවා
වෙනදා මෙහෙමද මට අස් කරලම මහන්සියි,වෙනදා මෙහෙම මට අස්කරනවා මහන්සි
මොකක්ද මට අඩුවක් පේනවා,මොකක්ද මට අඩු පේනවා
මටත් හිතුනා,මටත් හිතෙනවා
ඒ මොකක්ද තාත්තෙ,ඒ මොකක්ද තාත්තා
මට හිතෙන්නේ මේ ගෙදර අඩුව තමා මේ පොඩි දෙන්නාගේ සදදේ,මට හිතෙනවා මේ ගෙදර අඩු තමා මේ පොඩි දෙක සදදේ
සීයා කීවේ හිනාවෙලා,සීයා කියනවා හිනාවෙනවා
අම්මා මොකුත්ම කිව්වේ නෑ,අම්මා මොකුත් කියනවා නෑ
පුතේ මම කැමති නෑ ළමයින්ට ගහන්න,පුතා මම කැමති නෑ ළමයි ගහනවා
සීයා තාත්තාට කිව්වා,සීයා තාත්තා කියනවා
ඒ දෙන්නා ඊයේ ඉඳලාම තරහ වෙලා හිටියා,ඒ දෙක ඊයේ ඉඳලා තරහවෙනවා ඉන්නවා
ගෙදර සද්දෙ නැත්තේ,ගෙදර සද්දෙ නෑ
නංගී හොරෙන් මල්ලී දිහා බැලුවා,නංගී හොරා මල්ලී බලනවා
කතාව ඒ දෙන්නාට ඇහුනා,කතාව ඒ දෙක ඇහෙනවා
දෙන්නාට තරහා වෙලා ඉන්න බෑ,දෙක තරහාවෙනවා ඉන්නවා බෑ
හැබැයි අම්මා දුන්න දඩුවම නිසා දෙන්නා හොඳටම තරහා වෙලා හිටියේ,හැබැයි අම්මා දෙනවා දඩුවම නිසා දෙක හොඳ තරහාවෙනවා ඉන්නවා
ආයේ කවදාවත් සෙල්ලම් කරන්න යන්නෙත් නෑ,ආයේ කවදාවත් සෙල්ලම්කරනවා යනවා නෑ
ගෙදර කෑගහන්නෙත් නෑ,ගෙදර කෑගහනවා නෑ
ඒත් දැන් මේ සීයා කියන විදිහට පොඩි ළමයි හැමෝම සෙල්ලම් කරනවා,ඒත් දැන් මේ සීයා කියනවා පොඩි ළමයි හැමෝම සෙල්ලම්කරනවා
වැඩිහිටියන්ට ඒවා අමතක වෙනවා,වැඩිහිටියෝ ඒවා අමතකවෙනවා
හැබැයි සෙල්ලම් කරාට පාඩම් වැඩක් කරන්න ඕනේ,හැබැයි සෙල්ලම්කරනවා පාඩම් වැඩකරනවා ඕනා
